,rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,system_no_of_planets,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,period,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
26,351,EPIC 201754305 d,K2-16,d,,,TIC 281886199,Gaia DR2 3897048338487064064,1,1,3,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2.71578,,1.03,0.092,,,,,,,,,,,,,,,2456850.496,BJD,0,0.21,,,,0.015,,,,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.67,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,61.77713,262.91176,2.23585,173.69303,22.5657914,-6.3773,21.6459,334.967,2.95691,15.662,14.668,12.764,12.207,12.087,,,,,,12.061,12.098,12.341,8.995,14.3234,,13.6771,14.298,03/06/2019,2019-07,13/06/2019,0,0,0,0,0,0
27,352,EPIC 201757695.02,EPIC 201757695,b,,,TIC 380546118,,1,1,1,0,0,Transit,2020,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,2020-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,2.0478,0.0296,0.908,0.081,,,,,,,,,,,0.0,,,89.276,2456811.637,BJD,0,0.12,,,,0.0127,,,,,,,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,,4520.0,0.66,0.73,-0.003,[Fe/H],-0.364,4.66,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,61.14782,260.8805,1.83241,172.60849,6.764151,-3.17074,-5.97496,,,16.22,14.974,12.856,12.292,12.149,,,,,,12.079,12.119,12.038,9.01,,,13.797,14.599,13/11/2020,2020-08,19/11/2020,0,0,0,0,0,0
28,353,EPIC 201833600 c,K2-50,c,,,TIC 363444743,Gaia DR2 3817000078053804672,1,1,2,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,3.96151,,1.0,0.089,,,,,,,,,,,,,,,2456852.655,BJD,0,0.4,,,,0.0168,,,,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.61,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m56.08s,169.483654,+05d59m17.84s,5.988289,59.32248,252.27127,1.34727,167.98914,25.7102817,8.74731,-24.1765,257.443,3.85616,15.981,14.705,12.41,11.765,11.664,,,,,,11.568,11.622,11.322,8.489,14.2575,,13.5014,14.252,03/06/2019,2019-07,13/06/2019,0,0,0,0,0,0
30,355,EPIC 201841433 b,EPIC 201841433,b,,,TIC 380583651,Gaia DR2 3909373932553827072,0,1,1,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.16888,,1.41,0.126,,,,,,,,,,,,,,,2456811.634,BJD,0,,0.0447,2.4,11.5,0.0205,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.63,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m49.62s,175.206752,+06d08m05.33s,6.1348146,63.11979,261.10589,3.72695,173.16633,7.9466943,-3.95843,-6.89063,436.488,2.26274,15.919,14.983,13.06,12.49,12.454,,,,,,12.378,12.421,12.355,8.948,14.5885,,13.957,14.571,05/09/2019,2019-09,05/09/2019,0,0,0,0,0,0
33,358,EPIC 205950854 c,K2-168,c,,,TIC 437695245,Gaia DR2 6826271727199243264,1,1,2,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HEDGES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L...5H/abstract target=ref>Hedges et al. 2019</a>,8.050722,,1.31,0.117,,,,,,,,,,,,,961.0,89.81,2456973.765,JD,0,0.064,,,16.18,0.01258,,,,,,,<a refstr=HEDGES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L...5H/abstract target=ref>Hedges et al. 2019</a>,,5502.7,0.83,0.88,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,-51.71337,40.91076,-4.90552,329.20354,47.271108,36.7977,-29.673,243.935,4.07235,12.973,12.365,10.957,10.589,10.549,,,,,,10.512,10.551,10.422,8.716,12.0976,,11.6244,12.105,09/08/2019,2019-07,15/08/2019,1,0,0,0,0,0
36,361,EPIC 206024342 b,EPIC 206024342,b,,,TIC 75266189,Gaia DR2 6839540362940861568,1,1,3,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,4.50756,,1.7,0.152,,,,,,,,,,,,,,,2456899.132,BJD,0,0.7,,,,0.0147,,,,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.93,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,-49.1871,42.94366,-2.20455,328.32957,35.632147,-18.3674,-30.5334,369.888,2.67518,13.798,13.096,11.846,11.533,11.487,,,,,,11.435,11.495,11.597,8.202,12.9682,,12.516,13.046,03/06/2019,2019-07,13/06/2019,1,0,0,0,0,0
38,363,EPIC 206024342 c,EPIC 206024342,c,,,TIC 75266189,Gaia DR2 6839540362940861568,0,1,3,0,0,Transit,2021,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,2021-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,0.9116567,,1.35,0.12,,,,,,,,,,,,,,,2456980.07,BJD,0,0.96,0.0174,1.69,,0.01593,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5648.0,0.94,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,-49.1871,42.94366,-2.20455,328.32957,35.632147,-18.3674,-30.5334,369.888,2.67518,13.798,13.096,11.846,11.533,11.487,,,,,,11.435,11.495,11.597,8.202,12.9682,,12.516,13.046,05/12/2015,2016-01,05/12/2015,1,0,0,0,0,0
41,366,EPIC 206024342 d,EPIC 206024342,d,,,TIC 75266189,Gaia DR2 6839540362940861568,0,1,3,0,0,Transit,2021,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,2021-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,14.641541,,2.94,0.262,,,,,,,,,,,,,,,2456985.482,BJD,0,0.94,0.0825,4.67,,0.03369,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5648.0,0.94,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,-49.1871,42.94366,-2.20455,328.32957,35.632147,-18.3674,-30.5334,369.888,2.67518,13.798,13.096,11.846,11.533,11.487,,,,,,11.435,11.495,11.597,8.202,12.9682,,12.516,13.046,05/12/2015,2016-01,05/12/2015,1,0,0,0,0,0
45,370,EPIC 206032309 b,EPIC 206032309,b,,,TIC 145752628,Gaia DR2 2597400855444243840,1,1,1,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2.87814,,1.01,0.09,,,,,,,,,,,,,,,2456899.132,BJD,0,0.26,,,,0.0405,,,,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,0.22,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223,-57.69594,50.70238,-5.52299,337.43296,82.6469435,-66.1032,-49.6073,161.365,6.1694,19.028,17.89,13.429,12.859,12.538,,,,,,12.481,12.35,11.87,8.75,16.0689,,14.8945,15.782,03/06/2019,2019-07,13/06/2019,0,0,0,0,0,0
46,371,EPIC 206042996 b,EPIC 206042996,b,,,TIC 12785571,Gaia DR2 2600942622915012608,1,1,2,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,5.2986,,1.7,0.152,,,,,,,,,,,,,,90.5,2456989.046,HJD,0,,,,16.0,0.0303,,,,,,,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,4114.0,0.5,,0.006,[Fe/H],,4.8,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,-54.37586,48.06541,-3.90104,334.17257,10.4145211,7.29814,-7.42963,451.769,2.18689,18.347,16.59,13.964,13.253,13.071,,,,,,13.04,13.081,11.794,8.615,15.9752,,15.1373,16.061,28/03/2022,2021-08,28/03/2022,0,0,0,0,0,0
49,374,EPIC 206042996 c,EPIC 206042996,c,,,TIC 12785571,Gaia DR2 2600942622915012608,0,1,2,0,0,Transit,2021,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,2021-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,0.35490972,,1.45,0.129,,,,,,,,,,,,,,,2456979.732,BJD,0,0.25,0.0553,1.07,,0.02145,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3893.0,0.57,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,-54.37586,48.06541,-3.90104,334.17257,10.4145211,7.29814,-7.42963,451.769,2.18689,18.347,16.59,13.964,13.253,13.071,,,,,,13.04,13.081,11.794,8.615,15.9752,,15.1373,16.061,05/12/2015,2016-01,05/12/2015,0,0,0,0,0,0
51,376,EPIC 206215704 b,EPIC 206215704,b,,,TIC 38355468,Gaia DR2 2615281560211505408,0,1,1,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.25558,,2.0,0.2,,,,,,,,,,,,,,,2456978.431,BJD,0,,0.269,0.984,16.0,0.0501,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.37,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112,-50.28505,51.97463,0.78076,333.46039,45.9510152,16.1136,-43.0331,109.888,9.0727,19.015,17.83,13.561,12.954,12.767,20.9776,18.0959,16.5649,15.4462,14.8072,12.58,12.404,11.544,8.803001,16.1722,,14.9871,15.598,05/09/2019,2019-09,05/09/2019,1,0,0,0,0,0
54,379,EPIC 206317286 b,EPIC 206317286,b,,,TIC 250956593,Gaia DR2 2621545958991110144,0,1,2,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.58316,,1.22,0.109,,,,,,,,,,,,,,,2456978.082,BJD,0,,0.03,1.752,6.1,0.0168,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.67,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m28.28s,337.6178427,-07d58m20.84s,-7.972456,-51.54478,56.17023,1.30362,336.34311,58.424872,57.0952,-12.3937,314.35,3.15254,15.08,14.005,12.258,11.72,11.635,16.678,14.5456,13.694,13.4008,13.2274,11.591,11.66,11.902,8.892,13.774,,13.1461,13.806,05/09/2019,2019-09,05/09/2019,0,0,0,0,0,0
56,381,EPIC 206317286 c,EPIC 206317286,c,,,TIC 250956593,Gaia DR2 2621545958991110144,0,1,2,0,0,Transit,2022,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,2022-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,17.5125,,2.15,0.192,,,,,,,,,,,,,,,2456977.827,BJD,0,,0.0948,3.936,30.5,0.0294,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.67,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m28.28s,337.6178427,-07d58m20.84s,-7.972456,-51.54478,56.17023,1.30362,336.34311,58.424872,57.0952,-12.3937,314.35,3.15254,15.08,14.005,12.258,11.72,11.635,16.678,14.5456,13.694,13.4008,13.2274,11.591,11.66,11.902,8.892,13.774,,13.1461,13.806,05/09/2019,2019-09,05/09/2019,0,0,0,0,0,0
59,384,EPIC 211822797 b,EPIC 211822797,b,,,TIC 337632006,Gaia DR2 658607950370340608,0,1,1,0,0,Transit,2016,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...64M/abstract target=ref>Mann et al. 2017</a>,2017-02,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,21.1595,,,,,,,,,,,,,,,,,,2457123.306,BJD,0,,0.06,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3811.0,0.6,0.59,,,-1.169,4.65,,3.8797,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,32.03739,208.28299,-0.60769,128.15632,37.9241885,-36.1698,-11.4013,186.197,5.34209,16.708,15.133,12.277,11.605,11.429,18.7883,16.0775,14.6609,14.2621,13.5182,11.341,11.349,11.503,8.436,14.5263,,13.5357,14.568,14/12/2017,2017-12,14/12/2017,1,0,0,0,0,0
65,390,EPIC 211945201 b,EPIC 211945201,b,,,TIC 243244680,Gaia DR2 636363799347569408,0,1,1,0,0,Transit,2018,<a refstr=CHAKRABORTY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156....3C/abstract target=ref>Chakraborty et al. 2018</a>,2018-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,19.50735025,,,,,,,,,,,,,,,,,,2457158.822,BJD,0,,0.15,3.951,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6128.0,1.36,1.16,,,0.373,4.23,,0.6439,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,38.12775,208.78206,2.68664,133.29658,61.7731533,45.4915,-41.7905,181.69,5.47529,10.938,10.154,9.144,8.908,8.837,,,,,,8.822,8.844,8.81,8.623,10.0512,,9.66896,10.115,21/12/2016,2016-10,21/12/2016,0,0,0,0,0,0
74,399,EPIC 212297394 b,EPIC 212297394,b,,,TIC 287331845,Gaia DR2 6294955311720593024,0,1,2,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.28896,,1.83,0.163,,,,,,,,,,,,,,,2457217.979,BJD,0,,0.0535,1.608,9.3,0.0224,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.75,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,43.14733,321.8192,-5.98289,211.53367,23.1565785,-23.1553,-0.243326,418.395,2.36212,15.377,14.611,12.735,12.223,12.186,,,,,,12.116,12.174,11.97,9.254,14.1864,,13.5896,14.138,05/09/2019,2019-09,05/09/2019,0,0,0,0,0,0
77,402,EPIC 212297394 c,EPIC 212297394,c,,,TIC 287331845,Gaia DR2 6294955311720593024,0,1,2,0,0,Transit,2016,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2016-10,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,5.21378,,2.29,0.204,,,,,,,,,,,,,,,2457222.479,BJD,0,,0.0828,2.472,15.0,0.028,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.75,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,43.14733,321.8192,-5.98289,211.53367,23.1565785,-23.1553,-0.243326,418.395,2.36212,15.377,14.611,12.735,12.223,12.186,,,,,,12.116,12.174,11.97,9.254,14.1864,,13.5896,14.138,05/09/2019,2019-09,05/09/2019,0,0,0,0,0,0
80,405,EPIC 212424622 b,EPIC 212424622,b,,,TIC 297146115,Gaia DR2 3608139421926380544,0,1,1,0,0,Transit,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2019-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,18.0971,,2.21,0.197,,,,,,,,,,,,,,,2457227.064,BJD,0,,0.0298,4.32,27.9,0.0165,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.22,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358,47.50561,316.58254,-4.65298,205.96432,12.7105535,-12.218,3.50409,611.804,1.606,13.969,13.441,12.101,11.841,11.775,,,,,,11.75,11.804,11.982,9.263,13.2026,,12.7615,13.26,05/09/2019,2019-09,05/09/2019,0,0,0,0,0,0
